music_name,music_id
来不及告别,1837486267
九万字,1335942780
吹梦到西洲,1376873330
天上掉下个林妹妹,1965623491
人间不值得,1340543218
杨花落尽子规啼,1375935067
夜奔,2135118821
能伴此梦无,3340697647
孽海记,1370879975
艳 · 2023,2018426285
迢迢,1473618113
玉簪记,1444148528
残羽谣,3321723289
由此去,2668365078
四万秋,1907478234
失调名,2156506573
一梦惊鸿,2028267593
探清水河,1339023244
良辰夜,2075545193
岁岁,2668340493
葬花词,1370886393
了了,2013682248
青白,1449401941
今日无事,2686271700
入梦也,1359346700
一拜天地（Cover Ay君 / 畅畅酱）,561459551
山鬼（Cover Winky诗）,524779987
红拂夜奔,1818407748
山湖共语,2069326315
山花寻海树,2021166639
春颂 intro,2065953736
云何住,1370879977
寻梦与冥誓,3317286033
梁生,2005502576
清平误,1346753468
楚歌起,1998354733
快活记,2144708394
你是我年少求剑时刻的舟,1942366324
玉簪记Remix,1444148547
苏州慢,2639350114
望江亭,1379884243
林妹妹,2719381722
祖籁,2608824340
奈何天,2651521712
长相思,1489244354
若风起时,1942366331
清平乐·别来春半,2736220654
地久,2015241800
过江寒,1830685896
万梦星,1337988206
归梦,3337552800
起风了,1330348068
第三人称,502043537
最后一卷胶片,1929370422
我怀疑你曾来过,1396377448
我只能离开,2081845934
极昼青春,1459675420
不寻常夏日,1951994235
有光,1890661043
原谅,1989430006
夏夜最后的烟火 (Cover),1985478072
其实你不懂我的心,2008691523
晚婚,2149407138
亦是书也是诗,1866754390
成全,1463362956
暧昧期,1841252071
再见吧 喵小姐（Cover 王晓天）,423776423
闻舟,1453980074
世界打了个哈欠 我们跟着失眠,1941991030
糟糕情书（Cover pchy）,423849357
宿敌亲启,1816007548
旧岛看月亮,1335640994
人生何处不相逢,1957572119
K先生,1410701890
道听途说,1432808295
漂流旅伴,1971651808
Little Star（翻自 Standing Egg）,538156598
粉雪,2152928931
天文学家（Reverse）,2626073432
修辞,1879243827
离开鱼缸的金鱼,1882085167
B面唱片,1882085148
黄,1443845845
阿嬷说的话,2008948962
种花的人,1920946820
天空的秘密,2706338072
让梦冬眠,1997515053
慌张,1437597596
猫,2032480037
昨日重回,2033097989
远距离欣赏,1976525045
一颗麦粒,2033097977
缤纷小世界,1882083439
玄妙 feat.王加一,2033099774
空心人,1983789069
Goodbye Goodluck,2659346624
If This Dream,529120439
离岸流,2033099787
恋爱人力资源部,2158624465
Magic Mirror,1467213197
阿嬷说的话-伴奏,2008957543
我只在乎你,1888076998
迎春花 / 財神到 / 祝福你 (廣東),1326485393
漫步人生路,229285
月亮代表我的心,1847408145
甜蜜蜜,26608741
你怎么说,226836
小城故事,229779
但愿人长久,225636
在水一方,229731
時の流れに身をまかせ,229083
又见炊烟,1397662832
夜来香,225871
微风细雨,229709
何日君再来,1397664058
路边的野花不要采 ,473336809
美酒加咖啡,2032372955
清平调,31917312
偿还,225784
小媳妇回娘家,229400
恰似你的温柔,2719158489
拜年,32695307
忘记他,26608723
往事只能回味,2078368356
北国之春,1858139278
夜色,4871883
独上西楼,1828767605
路边的野花不要采,2118185280
天涯歌女(地の果ての歌姫)(ライヴ),226771
再見我的愛人,1889550343
初恋的地方,229786
千言万语,26608733
つぐない,4908982
望春风,229642
几多愁,229371
南海姑娘,228108
阿里山的姑娘,1399139445
假如我是真的,229582
云河,1397663824
爱的箴言,473335988
高山青(阿里山的姑娘),228109
再见！我的爱人,26608742
结识你那一天,229608
星 [昴 -すばる-],36921465
别离的预感(日),225798
Rhythm Of The Rain,228254
不了情,227936
逍遥自在,229785
星,1397664077
我一见你就笑,27937175
雨夜花,1397663826
野心家,2728881303
九万字 (Live版),2702711897
是你 (Live版),2050391293
霸王别姬,2747836950
跳楼机 (Live版),2695944873
谁 (Live版),2063468936
只为你着迷 (Live版),2699873733
可,1954420092
画心,481853241
怜悯 (Live),3324801186
那些喊给天空的,2695142886
如果你也听说 (Live版),2045090401
Teeth (Live版),2721754520
终于等到你,481859184
曾经你说 (Live版),2719653216
爱的供养,34179921
念念不忘,2024809489
我的梦 (Live),453292009
饿狼传说 (Live),31877130
讯号 (Live),3330123854
平庸 (Live),3315584711
小孩 (Live),3312881946
有些 (Live版),2697937440
暗恋,1936330988
金风玉露 (Live版),2054190757
遗憾是一阵风 (Live),3332757117
我们的明天 (Live版),2704605359
我所知道的修辞手法 (Live),3320401957
失语者 (Live版),2706933091
化身孤岛的鲸 (Live版),2057718225
这条小鱼在乎 (I'm a little fish)(Live版),2711879236
燕归巢 (Live),1340001179
不沐春风不遇你,2757497041
离歌 (Live),31877250
白玫瑰 (Live版),2048584487
遗憾是 (Live),2758217820
为爱痴狂 (Live版),2056170681
加码 (Live),3317989548
阿拉斯加海湾 (Live版),2061885953
我们说好的(Piano Version),327160
旗开得胜,5240551
生如夏花 (Live),31877162
想太多 (Live版),2043125523
无所谓,418709000
All Of Me (live),31877579
RAPSTAR,1469628663
前,1960124447
过期食品 (Live),3330125114
在想你的夜我告诉自己 (Live版),2709759392
疤痕体 (Live),3315584753
离开我的依赖 (live),3344662442
星辰大海,1811921555
此生不换 (live),3320331551
烟火里的尘埃,2682936132
蝴蝶夫人,1950046157
连名带姓 (Live),1428598955
没了我你依然拥有太阳,2617262118
《星辰大海》建党百年主题音乐,1851244378
故乡的云 (live),3347121403
我们的爱 (Live),1440876675
娃儿！莫怕,3342323233
房间 (live),3337505305
梦返,1849650220
爱就一个字 (live),3320330744
一点一滴 (live),3339756947
千年之恋 (live),3332982370
画心 (Live版),2151851472
红包来了,2015002666
龙的传人 (live),3344663199
天下 (live),3322655241
带我去很远地方,1866185395
公路 (live),3347121401
盲选,2615119020
Oracle,1882642256
城里的月光 (live),3324815829
左手指月 (Live),1334818144
还可以爱吗,526904841
最美的太阳 (live),3347120564
再遗忘 (live),3327857282
没语季节,2608707685
平行线,1864898927
你真的够了,3325792711
Sad Sometimes,1392705433
天下无双 (Live),1335841976
快乐颂 (live),3347121404
光阴的故事 (Live),1988544163
说谎动物,2635715493
Wish You Were Here,1873317057
打开,558097640
窗外大雨,2007318832
小孩 (live),3342246288
真的爱你,2094477816
ReOracle,1920740889
自救,1447848928
重返地球,1915274713
奈何奈何,2711899001
回音如果,2628323042
弦上生花,2630034682
流行劲曲串烧 (Live),2127902517
山河,2750248233
真爱假说 (你就这样出现闯入我心里面/降速版),3346767158
偏偏要,2655815491
又活了一天,2117545694
你就这样出现闯进我心里面（0.8x）,3343287869
他还是那年的他,2608124803
还没准备好见你的表情,2604926466
你是南方的风,2658818149
能不能回到小时候,2081252766
反正我也没什么关系,2042072949
见面就告白吧,2046795480
你刚走风又来,2095851405
误解爱所以爱,2666006417
时间更改,1951925907
循环热度,2086125326
若神明偏爱,2657114678
爆竹噼里啪啦BOOM,2013229678
北方的雪飘不进江南的夜,2665890951
爱不爱难道我感受不到吗,2640055887
你不曾爱过我,2662605948
听帘卷西风,2159353980
慢慢爱,2676696606
月光呀月光,2610946913
把我带向你身边,2651128417
浮生记,2120689859
女娲,2143622033
我在这里等着你回来,2681422035
麦当劳道没有麦当劳,2054171538
焰火花园（穿过星辰和你相见）,2620062919
你说太阳会有心事吗,2080151171
风言风语,2092497014
超龄儿童节,2048079143
将月亮藏进躯体,1956805059
你依然是我热爱,2678283074
子弹白鸽（愿世界和平）,2601675294
宇宙呼吸着我的粒子,2163982920
理所当燃,2644600420
你不再是我的月亮,2043826664
捂住嘴巴忘记你,2661712012
等一等就好,2619016304
难道爱我的时候也爱她,2666325946
暖暖小时光,2133267745
都不重要,2112742852
问红豆,2112731627
天使路过时,2042305064
泰曼波（哈基米） (1.4x),3343976559
万事上上签,2667729633
随风吟,2091408522
薄荷曼波,2161220774
重生后我再爱你一次,2617372264
枫桥渡,2611263671
偏爱,86369
春泥,328002
爱随风起,2118472776
情人结,328000
破天荒,328073
我没有疯,25640570
让每天都是圣诞节,5237045
坏了,328026
你是唯一,328035
相反的我,328029
让爱转动整个宇宙,5240342
我不爱你了,328041
黑裙子,328064
我陪你,406730528
让我照顾你,328082
失败的高歌,428350798
怎么开始忘了,116419
爱情选项,328032
玩世不恭,328070
不再联络,328038
小女孩,25640572
等我变了之后,428203686
怎么哭,428203691
仰望,1442237685
12月25日,428203693
一代天骄,328015
只爱你,328044
借我一生,2018939513
追着光的人,2084047814
Who Are You? Who I Am?,428203687
你飞吧,328067
喘息,327977
义气 (feat.敖犬),328055
1030,328097
歌颂者,428203685
小秘密,22854150
小王子,328094
俠侶 (京成兄妹唯一紀念),2044205739
我还在找你,428203690
痛也爱你,25640568
谁说我不能哭泣,428203689
喂 对不起,406737906
原来爱情这么伤,1470883706
好了,328053
燃烧吧火鸟,1814795020
若无其事,327983
恋人的时尚生活,328079
從天上來的聲音 (Live),2645652132
王者風範、牧者心腸,2757419592
千千阙歌,212233
傻女,212376
情意结,211238
飘雪,212430
人生何处不相逢,212253
夜机,212652
千千阕歌,212645
月亮,212412
孤单背影,212409
月半小夜曲,211015
归来吧,212436
傻女的新衣,211260
跳舞街,212756
红茶馆,212356
好歌献给你 (live),2651498753
让一切随风,28341638
逝去的诺言,212367
宝记正传 (Forever Mix),27630939
光阴的故事 (Live),1988544163
玻璃窗的爱,212360
活得潇洒,153476
千千阕歌+夕阳之歌 (live),2656292424
去吧,212382
早机,1991848573
地球大合唱,5285096
真情流露,212347
与泪抱拥,212401
前,1960124447
你身边永是我,212326
今天的爱人是谁,212243
偏偏喜欢你,1306371612
最好的声音,5277180
邓丽君金曲 (Live),5278154
不羁恋人,212379
1874 (Live),29019489
痴情意外,212388
讲不出再见 (live),2651498750
为何仍是你,212350
轻抚你的脸 (Live),29019503
通宵,211503
反叛,212394
还是喜欢看你,212116
玩味,211698
把悲伤看透时,110836
最后的缠绵,212648
地球和月亮的故事,211497
蓝月亮,28391625
接近,188743
爱和承诺,189800
Dancing Boy,212654
我看过,1459935719
我爱他,1953696921
足够,557667045
毒药,2066654616
走不出来,2053420961
雨爱,1445761206
風情萬種,1812937356
数不清这大雨,2165744207
Coco9,1337761764
表白,1380340821
爱上未来的你,1939474202
走不出来 (伴奏),2053420962
一周年,2630256125
盼着你,442493079
和你做个梦,1818066090
雨爱(伴奏),1445761205
我爱他（伴奏）,1953710180
爱情漩涡 (Vortex),2655544161
Good Morning Teacher,1876171297
毒药 (伴奏),2066657320
出门向左,1485387498
Too savage (Live),1847989078
表白 (伴奏),1380340822
Coco9 (伴奏),1337761765
和你做个梦（伴奏）,1818068057
爱上未来的你（伴奏）,1939474201
出门向左（伴奏）,1485387499
数不清这大雨 (和声伴奏),2165744777
爱情漩涡 (Vortex) (伴奏),2655541009
一周年 (伴奏),2630258356
数不清这大雨 (伴奏),2165744208
流离,1361783031
You let me crazy,533701636
心如止水 (Prod.by 周星星),1361789660
小尖尖,1473782328
飞云之下,554242032
美丽的神话,238780
我爱你中国 (live),2124385847
送你一朵小红花 (live),2108827960
九儿,29738999
天亮了,238855
美丽的神话Ⅱ,4875144
天路,1915264973
鲜花 (live),2108827884
十年(Live),31877628
青藏高原,238856
珊瑚颂,238693
梨花又开放 (Live),31877131
大中国 (live),2106791503
那片海,238849
映山红,238699
祖国不会忘记,238691
家乡,238858
绒花,524152457
神话,238784
浪拉山情,238837
在希望的田野上 (live),2104687387
只要平凡,1438881591
故乡的云 (live),31877567
"送别 (话剧 ""守岁"" 插曲)",532940364
IF YOU,409941447
北京的金山上,238861
离不开你,430208496
朋友 (live),2124385833
站起来,5250122
这世界那么多人 (live),2124382265
往事随风 (Live),31877160
雨花石,2655897706
我和我的祖国,238689
三百六十五个祝福 (live),2124382374
莫尼山 (Live),31877246
远方的孩子,34749735
凤凰花季,1370932858
我爱祖国的蓝天,238685
唱支山歌给党听,1824484980
回到拉萨 (Live),31877521
New Boy (live),2111034477
神驰的属地,2756298811
心语,28191706
我的祖国,238830
望,2015286363
一时间,534065355
千年之约（2017年央视春晚）,456510586
一江水,238831
一个人想着一个人,25714102
够爱,371446
雨季,29812789
爱情怎么喊停,27493040
在你离开那一天,27713623
一个人还是想着一个人,29812790
泪了,371468
不过失去了一点点,29812781
数不尽的星空,25714104
我不是你该爱的那个人,414002906
终极三国,371448
偏爱,471882132
今天阳光就是特别耀眼特别和谐 feat. 韦礼安,1971060702
大风吹,1378093025
相信吗,27493041
约定,27493032
慷慨,1965893274
多年后,29812776
不要再打了,28029814
我才没有那样呢,406348150
小路乱撞,29812787
刻在我心底的名字 (Live),1486112683
火柴天堂,1949905348
温柔撞击,29812785
黑框眼镜,29812774
我想对你好,1971060704
说过,487587282
橙色的梦,1819115685
傻瓜,350533
你离开他了吗,471882270
怎么能这样,1383750582
不渴,29812782
识趣,1384361631
谜之音,1380123347
我的泪,439915570
我爱你,478736591
我需要一些孤独,1971055948
说好的永远,29812786
I Will Find You,1971055947
粉笔和涂鸦,34014085
你们是我的星光,1854075247
又不是非要你的爱,487590282
不认输的等,487590281
我在你家楼下等你,1384361630
水深火热,1384361628
坚强过头,29812784
Long Long Way,1971060703
只在意你的一切,1971055944
和自己相遇,487587283
坦然,36867378
听海,327584
人质,327096
掉了,454828902
对等关系,1900998233
真实,327419
记得,1360512113
相亲相爱,2114127834
我可以抱你吗,327532
手牵手,5268423
如果你也听说,5250068
趁早,327479
我最亲爱的,28314065
我要快乐,327104
原来你什么都不要,327597
解脱,327601
哭砂,327564
剪爱,327607
勇敢,327247
别在伤口洒盐,327538
我的存在就是爱你,3334366457
火,326962
一夜情,327470
都对也都错,28754096
三天三夜,327539
站在高岗上,327559
我恨我爱你,327417
最爱的人伤我最深,518894200
也许明天,327136
蓝天,327355
一想到你呀,327578
Bad Boy,327331
知道,327397
三月,28700951
哭不出来,327576
她们的歌,32712820
爱…什么稀罕,327534
姊妹,327599
我为什么那么爱你,327251
过不去,327145
你是爱我的,5238974
忘记,327263
别去打扰他的心,327403
缓缓,1808065609
偏执面,28754100
相爱后动物感伤,409647155
彩虹,409646155
你好不好,327128
你的存在就是爱我,3334365566
平常心,327094
不像个大人,327098
牵丝戏,30352891
何以歌,571534645
贺新谣,456512459
【魔道祖师】同道殊途（剧情版）,450451057
百战成诗2023,2013420830
千梦,428390981
何曾惧,553310429
何以渡余生,1431802592
盗橘令,1389654852
瓷意千年,1375804780
请君入梦（53名梦中人群像曲）,1487807399
古龙群侠传,31066274
挑兰灯,505446391
封喉,1300423146
百鬼阴阳抄-柔情版,438431402
东风志,440767380
承君,556863701
长歌起,1896178369
剑侠风云录,520464246
不悟兰因,1474082411
热爱至上,448520476
咫尺相思 古剑奇谭同人原创,175546
万妖纪 (长歌版),1878280674
此生长,26902861
【23人】2023～一梦一歌～,2016225125
鸿鹄志,34383493
吾道不孤,1830735212
俗世呀,428391782
遗珠,1467197749
长安城的不老时光,2012368032
清平乐,862102720
一世妆,428391798
应思量(NPC群像),35448480
长安说,1496822455
红线牵,1412718122
莫问归处,1311345563
拜月而梦,1478438437
记糊涂账,1872427581
蒹葭,428387751
雅乐寻踪,28381289
多情岸,1304885187
你我与共 (We Are Dreamers),1922091802
宝贝，回家,33854106
荣耀.征途,32174181
今世可愿痴缠,1869267461
梦里偕老,28765215
子衿,29378593
御龙行~剧场版,560749303
黑暗鸢尾,440090028
火蜉蝣,2104119950
第57次取消发送,2692390754
第57次取消发送（加速版）,2692390755
第57次取消发送（DJ阿智版）,2702010522
杏树花,2697290701
对话框显示正在输入,2740605399
相信爱还是相信你,2757248302
第57次取消发送（伴奏）,2692390117
不想让你走,2707324301
别再来我梦里,1808993276
白炽灯,2748726343
玻璃,3327215436
第57次取消发送（DJ阿智版伴奏）,2702011434
长岛没下雪,2733965406
你的姓名 (仰泳的鱼中文版),2705270992
十二万昼夜,3320402752
三寸之梦,2150701640
樱花树下站谁都美,2140455831
杏树花（伴奏）,2697290702
乖乖,2757614716
感敏怪,3317917779
下辈子不要再遇见我,1806781633
圆prod by 梅川业,1492581550
乖乖 (伴奏),2757615323
第九场雨,2755348671
梦的突围指南,2697683288
在圣诞节（prod by blueroomboy/YoungMarkin）,1806657418
留沙（prod.YoungMarkin&blueroomboy,1907711860
不想让你走（伴奏）,2707323293
It was a long time,1491247971
过了很久(中文版),3312946510
锁（prod by FaunmU）,1840284180
梦的突围指南（伴奏）,2697677918
没有名字Prod By Lilsiren&Furyl,1499175720
对话框显示正在输入 (伴奏),2740605398
感敏怪（伴奏）,3317917780
诀爱（百人合唱）二,1983513912
空耳的誓言,1992037210
第二种选择,2611629245
请再爱我一遍,1998706284
爱你的疯子,2004687621
Doll,2075913326
读心术,327721
梁山伯与茱丽叶,327736
爱的城堡,327690
梁山伯与朱丽叶,5239098
永不消失的彩虹,4873223
长衣袖,327738
不要不要,327618
一个人勇敢,327706
爱的主旋律,327686
话说夏娃,327633
一句话,327692
Super No.1,327732
一秒也好,327648
可以不可以,327740
幸福氧气,327712
心爱的,28059296
对你的爱,327734
独家快乐,327696
超级喜欢,327694
小脾气,327714
熊麻吉,29769777
自从遇见你,327719
瘾,29449334
冬天的桔子,327737
得分,327630
浪花一朵朵 / 小薇 / 对面的女孩看过来 (Live),28167343
忍心,327723
手心,327713
甜甜圈,327727
想飞的自由落体,392347
Lalala 爱情密码,4873224
疯了疯了,4873228
幸福调味,327739
被你爱过我很快乐,327725
爱我好吗,5239099
真相大白,327646
够了,327624
爱了没,5232454
1+1,327663
一颗纽扣,29449333
下个幸福,327700
SAVE ME,327698
脏兮兮,327620
哇哇叫,327628
黑马,29449330
啾咪啾咪,29449331
想家,327756
一句话 / 不屑 / 爱的主旋律 (Live),28167340
少一点天分,543798652
少一点天份,29790225
眼泪记得你,2008726921
潜伏期,1500379460
不要让我后悔,1500377533
说,2708887678
Someday or One Day,1393739628
雨不停。流,1889972534
一分之二,1500379461
假设,2099601478
逃,1407355706
月光失焦(feat. 孙盛希Shi Shi),3312605185
请求迷失在七月森林,2750712095
We Can't Be Together,865357782
你那边几点,1323304922
Let Me Fall,1397616561
嫌疑,448520480
小心翻阅,1817693741
Weekend Boyfriend (feat. 孙盛希),1976500925
听起来像借口吗？,865365173
恒温,28699298
跟你住,28699295
Give It to Me,1499779883
눈물이 기억해,2014342451
于是呢,1500379446
还不够,1494556476
曾经见过太阳,3318998152
Don't Panic,448518417
清醒梦,2004609371
暧,1323303867
单身≠失恋,447079472
Say GoodBye,1323304929
jagi (feat. KIRE),1952765273
闯空门,573731195
是他不配,447076539
深夜电影,1500377529
稀有植物,1323303872
INFP,2073727232
我又不是女超人,1323302847
啦哩邋遢,1500379443
人样,1323304920
那我先,1500377527
Adddicted (feat. Karencici),2104293637
疯起来,28699297
GOT U！,1868505008
梦游,1323301864
Broken World,2755613698
GOT U!,1450906427
分手吧,1906020021
出山,1313354324
盗将行,574566207
归去来兮,1357999894
纸短情长,557581284
遥不可及的你,450853439
落霜,1358035181
蚍蜉,1465288939
一腔诗意喂了狗,460542191
浮白,1336866698
二十岁的某一天,247172
海盗船长2.0,571601379
晴天和猫,1955651132
只不过是,419373705
庸人自扰之,1449339372
完美先生和差不多小姐,1466062301
活该,1313107233
此时我,1979322562
离家最近的路,1342592226
落款,2636636335
妈妈要我出嫁,247169
远在北方孤独的鬼,247177
孤岛,2688172373
安眠咒,1382757155
山中客,1357999898
我说我当不了县长,1307411242
早起歌,1451744552
请你吃个冰激凌,1357999885
多喝热水,1369588040
是红,1367867672
长岛,419373910
盗将行live （柳爽/花粥）,1313091360
最美不过是朝晖,544474415
荒唐戏,1378234698
懒,1954988936
你还在忧愁什么呢,1324447466
20岁的某一天,1386711762
又失恋了,863359163
何苦来哉,1358003719
南来北往,419375655
去问猫耳朵,555894912
顺平侯,1311363493
我抬头一看满街都是单身的狗,1319225007
海的女儿,1997509373
旧书,2730632226
四月变成一座桥,1358003718
杀死那朵花,460542144
光年之外无名无姓的人,1957514684
摸摸它,1304302909
我们总是在寻找,247165
那天后,1979339942
我爱你但是我要回家,2647831829
从一束花开始LOVE,2677467591
我的城市下了雪,2650427570
登阶（祆景教）,2029174219
雪下了一夜,2100235337
烟灰,2684222157
回避型VS焦虑型,2758909927
虐恋,2666640687
拜托,2130450579
让爱走,2641145646
独行,2082409833
异地恋狗都不谈,2659126527
虚拟蝴蝶,2663471228
一切都是过程,2118835955
年上,2720170690
连麦,2698762370
风吹落乌云,2679094706
余味,2748926226
夏·剧终,2716568281
一个人,2688506470
片刻的幸福都有代价,2692048443
与君度年年,2681421689
孤独世界,2630962416
隐形的暴雨,2675130746
坚守,2659268731
月光,2720239225
没有等到你,2164837366
妙笔生花,2136755396
最后一场捉迷藏,2690548647
电话爱,2714477239
下次一定,2726644234
渡口吟 (天仙配改编版),2049626874
孤独感,2605937038
“那分了吧”“OK”,2161105002
垃圾桶玫瑰,2706361468
不值得有以后,2693730283
如果忧郁是种病,2680632730
空窗期,2699294767
双人成行,2696113164
凌晨说爱我的那天,2666305921
零点六毫米的距离,2724542348
记你太久,2714740354
泪溶解,2711917094
青春伤痛文学,3317160574
无人应的歌,2704228227
无尽夏,2704601935
你是风 留不住,2600855964
财源滚滚来,2664934989
都会好起来的,2067020266
从人,2121891721
说散就散,523251118
阿楚姑娘,407840732
明天 (feat. 袁娅维TIA RAY),2036171786
Marry（羁绊）（有歌第二季第3期）（live）,3339471699
旅行中忘记,29751570
盛夏的告别,2062885837
长腿叔叔 (《老师晚上好》主题曲),399552623
不亏不欠,1403204015
大东北我的家乡,3327141886
靠近 (Live),1938019501
Starfall,1426087898
眼里的蓝(feat. 袁娅维TIA RAY),2758585881
恨月亮高悬（有歌第二季第4期）（live）,3344789893
为你而来,1410431384
有一种悲伤 (Live),1424766538
月牙湾 (Live),1429908226
Moonlight,1298986140
Show Me Love (with Tia Ray),2735555705
Like Me (feat. 袁娅维TIA RAY),1929062437
卑鄙,29751572
直到我 (Live版),2646468716
灼火之心 Blazing Heart,2662252634
潜蓝色,29755502
盛夏光年 (Live),1440876671
月亮忘了 (KISMET),1888894552
白梨花 (Live),2703923196
如果你听见 (I'M NOT GOOD),1838982496
惊奇无限假期 A-T-V,1998922131
半世风霜,2103417696
秘地 (GRAVITY),1888894549
问风 (Live),2600518085
不忘,2082097128
I Love You 3000+我想 (Live),1434062385
slow ride,1933232289
年少有为 (live),2123198679
永不失联的爱 + 消失的爱人 (Live),1812953893
消失的爱人,553398529
Forever Young (Live),1812953897
月亮上跳舞 (EMO WHISKEY),1853878717
不同凡想,29755499
Peace(Feat. Tia Ray 袁娅维）,28387869
我爱,1408867658
你要的爱 (Live版),2070364946
雨蝶 (Live版),2072605435
偷心 (live),2120781702
玛雅恋人,29755500
谎,1996258178
You Are My Only One,866180384
直接,29755503
flying (Live),1891169736
狂恋,1983464993
冷战,2100329027
暗流,2610610209
算了,2052409208
Colorful World,405253317
阳光男孩阳光女孩2023,2103764064
4U,1335841187
E妹儿,2110777947
Underdog (Live),2720118736
黑蝴蝶,2116798541
场上称霸,507114512
两个世界 (LIVE版),1975799630
Angel Said,1335841190
舟,1974959291
MoJiaDai,1956445571
不得不撒 (LIVE版),1968156067
七溜八溜 WAIYA,2099345659
直上青云,2055317828
路人歌,2090363143
疯了,1881992362
小雨 (Live),2158996255
福龍 (ft.万妮达Vinida Weng),3319039992
镜中人,1965964137
Wanna be with you,1303273421
N.E.W.,2710594092
前进Marching (Live),2732266040
莫加戴Mo Jia Dai(LIVE版),1958961020
明天不是世界末日 OngMa,2644475498
微光,2015889678
云山 (LIVE版),1971817695
超级明星爱,2738604528
空城计之梦刘备 (LIVE版),1973741060
Get Freaky With You,517566072
二点二十,517571079
药到病除,1974961080
榻榻米 (Live),2083989506
惊奇无限假期 A-T-V,1998922131
心愿清单（Santa Please）,1407389731
喜剧歌曲：妥妥的,2670094458
问风 (Live),2600518085
药到病除 The Cure (LIVE版),1975803627
Queendom,472944295
嗲嗲 (feat. 万妮达 & Joeboy),2650263671
小心思,1918900532
说爱你,2095253997
极乐鸟,2644475494
不皱眉,1844152735
拓金,2644474590
D.N.A Cypher II,2096555805
茉莉花开 Jasmine,1832388742
茶花开了,2650815712
大山 (Live版),2660579988
异客 (Live版),2163982959
大山,2615918638
那曾经吹过的风,2626055296
花田错,3319366184
一点 (Live),2701932053
重生之我在异乡为异客 (0.9x),2722403166
大山 (Live版),2695944949
茶花开了 (Live版),2650827769
冬季专线,2659987653
重生之爱上白羊座,2160799663
你呀,3334306738
永远过的人,2632198080
带我到山顶,26584329
白梨花 (Live),2703923196
重生之我在异乡为异客 (DJ阿卓版),2722403167
张三的歌,28707595
妈妈有首燕儿歌,2703047153
白羊,2159378438
重生之我在异乡为异客 (DJ版),2722403165
妈妈有首燕儿歌 (Live),2706607860
白梨花,2722408940
永远过的人 (Live版),2635205729
离别思故乡 (弹唱版),2722402416
重生之我在异乡为异客 (0.8x),2722402549
心愿,28918293
我的声音,35288870
花田错 (DJ版),3337205493
落地签,2722406431
逃离,1934263229
心中的日月 (和声伴奏),2693602349
大山 (伴奏),2660586165
外面的世界,26609389
茶花开了 (伴奏),2650827890
风莫归影,2722406409
异客 (伴奏),2163986131
我的声音,28626078
大山 (伴奏),2696251438
茉莉花,28798513
梦不落,26609384
我是谁,1933950647
一点 (Live/伴奏),2701935192
青春修炼手册 (Live),2118071014
永远过的人 (伴奏),2635240267
Stay,31654657
妈妈有首燕儿歌 (Live|伴奏),2706609225
白梨花 (Live|伴奏),2703923224
没有什么不同,28738367
茶花开了，该回家了,3336110906
素颜,167827
猜一猜,1361163819
二十四,1355263628
爱无止境,2114127635
倒数321,1408005642
小小,1395972853
人海之中遇见你（影视剧《人海之中遇见你》主题曲）,1868862802
外星话,246219
我在昆明很想你（我说普通话昆明话版）,2685576675
爱的调调,1326584195
幸福顾问,246238
爱是上天的意外,1441975223
大爱,246236
舒适圈,1357621671
周末就该要喝一点,2756000648
和你有关,2741022028
缄默情书,1924814897
80亿分之1,2732250262
草莓创可贴,2716701076
我爸爸不喜欢他,3334949734
我不,516819362
甜蜜呼吸,1964404352
三分甜不加冰,3320159457
被你狙击,1340968185
原谅我 (伴奏),445462659
念念不忘的遗憾,2662286297
遇见你这件事（影视剧《人海之中遇见你》片尾曲）,1868862900
爱无止境 (伴奏),2114127634
人海之中遇见你（影视剧《人海之中遇见你》主题曲） (伴奏),1868861821
遇见你这件事（影视剧《人海之中遇见你》片尾曲） (伴奏),1868861880
外星话,5235858
外星话,26600134
我不（伴奏）,524868061
舒适圈 (伴奏),1357628368
途经你的回忆（影视剧《人海之中遇见你》插曲） (伴奏),1868861910
80亿分之1（加速版）,2732250263
甜蜜呼吸 (伴奏),1964404354
甜蜜呼吸 (和声伴奏),1964405092
被你狙击 (伴奏),1340964454
小小 (伴奏),1395977248
原谅我,445450758
我要吃肉肉 (伴奏),494410586
胖娃娃,246232
明明说好不哭,246240
卡路里 (伴奏),502925524
解脱,440207624
倒数三二一 (伴奏),484056712
钢琴曲 素颜（许嵩）,429459938
小巷酒馆,496382185
咖喱咖喱（Cover 牛奶咖啡）,482063311
土坡上的狗尾草 (Live版),2697934851
我爱你中国 (live),2124385847
晚婚 (Live),1336789771
乌兰巴托的夜 (Live),31877470
转身即心痛 (Live版),2695948439
如果有来生,293948
野人 (Live版),2699873816
那些喊给天空的,2695142886
生命树,3346362708
送你一朵小红花 (live),2108827960
敕勒歌 (Live),1389071330
鲜花 (live),2108827884
丛林法则,3344406345
窝囊废,3341923903
赴长夜,3346803559
大中国 (live),2106791503
但求疼,1950291730
过春天,1346093339
王招君 (Live版),2702712894
诗画中国,1975753022
雪落下的声音,294052
在希望的田野上 (live),2104687387
听 (live),2120781895
给你一点颜色 (Live) (第一名),38679426
沧澜,2604204377
不忘初心,1840418933
影,1312166633
让世界充满爱 (live),2111034568
兰花花儿 (live),2602989948
朋友 (live),2124385833
一生所爱,34125011
缘分一道桥 (live),2609424375
她她她,36586263
